id,name,power,accuracy,pp,type_id,effect_chance,damage_class,effect,flavor_text
568,Noble Roar,,100,30,1,100,3,Lowers the target’s Attack and Special Attack by one stage.,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats."
202,Giga Drain,75,100,10,12,,2,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Steals 1/2 of the damage inflicted.
346,Water Sport,,,15,11,,3,"fire moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends.",The user becomes soaked to raise resistance to fire.
309,Meteor Mash,90,90,10,9,20,1,Inflicts regular damage. Has a $effect_chance% chance to raise the user’s Attack one stage.,Fires a meteor-like punch. May raise ATTACK.
383,Copycat,,,20,1,,3,"Uses the last move that was used successfully by any Pokémon, including the user.  This move cannot copy itself, nor roar nor whirlwind.  This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",The user mimics the move used immediately before it. The move fails if no other move has been used yet.
200,Outrage,120,100,10,16,,1,"Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.  safeguard does not protect against the confusion from this move.",Works 2-3 turns and confuses user.
810,Corrosive Gas,,100,40,4,,3,Inflicts regular damage.,The user surrounds everything around it with highly acidic gas and melts away items they hold.
885,Trailblaze,50,100,20,12,,1,,The user attacks suddenly as if leaping out from tall grass. The user's nimble footwork boosts its Speed stat.
855,Lumina Crash,80,100,10,14,,2,,The user attacks by unleashing a peculiar light that even affects the mind. This also harshly lowers the target's Sp. Def stat.
58,Ice Beam,90,100,10,15,10,2,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target.,An attack that may freeze the foe.
61,Bubble Beam,65,100,20,11,10,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,An attack that may lower SPEED.
545,Searing Shot,100,100,5,10,30,2,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,An inferno of scarlet flames torches everything around the user. It may leave targets with a burn.
34,Body Slam,85,100,15,1,30,1,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,An attack that may cause paralysis.
187,Belly Drum,,,10,1,,3,"User pays half its max HP to raise its Attack to +6 stages.  If the user cannot pay the HP cost, this move will fail.",Reduces own HP to maximize ATTACK.
496,Round,60,100,15,1,,2,"Inflicts regular damage.  If round has already been used this turn, this move’s power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.",The user attacks the target with a song. Others can join in the Round and make the attack do greater damage.
851,Tera Blast,80,100,10,1,,2,,"If the user has Terastallized, it unleashes energy of its Tera Type. This move inflicts damage using the Attack or Sp. Atk stat—whichever is higher for the user."
389,Sucker Punch,70,100,5,17,,1,"Inflicts regular damage.  If the target has not selected a damaging move this turn, or if the target has already acted this turn, this move will fail.  This move is not affected by iron fist.","This move enables the user to attack first. It fails if the foe is not readying an attack, however."
155,Bonemerang,50,90,10,5,,1,Inflicts regular damage.  Hits twice in one turn.,An attack that strikes twice.
393,Magnet Rise,,,10,13,,3,"For five turns, the user is immune to ground moves.  If the user is under the effect of ingrain or has levitate, this move will fail.  This effect is temporarily disabled by and cannot be used during gravity.  This effect is passed on by baton pass.",The user levitates using electrically generated magnetism for five turns.
495,After You,,,15,1,,3,"The target will act next this turn, regardless of Speed or move priority. If the target has already acted this turn, this move will fail.",The user helps the target and makes it use its move right after the user.
348,Leaf Blade,90,100,15,12,,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Slashes with a sharp leaf. High critical-hit ratio.
131,Spike Cannon,20,100,15,1,,1,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Fires spikes to hit 2-5 times.
616,Lands Wrath,90,100,10,5,,1,Inflicts regular damage.,The user gathers the energy of the land and focuses that power on opposing Pokémon to damage them.
194,Destiny Bond,,,5,8,,3,"If the user faints before its next move, the Pokémon that fainted it will automatically faint.  End-of-turn damage is ignored.  This move cannot be selected by assist or metronome.",The foe faints if the user does.
609,Nuzzle,20,100,20,13,100,1,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,The user attacks by nuzzling its electrified cheeks against the target. This also leaves the target with paralysis.
78,Stun Spore,,75,30,12,,3,Paralyzes the target.,A move that may paralyze the foe.
411,Focus Blast,120,70,5,2,10,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,The user heightens its mental focus and unleashes its power. It may also lower the target’s Sp. Def.
84,Thunder Shock,40,100,30,13,10,2,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,An electrical attack that may paralyze the foe.
163,Slash,70,100,20,1,,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has a high criti­ cal hit ratio.
270,Helping Hand,,,20,1,,3,"Boosts the power of the target’s moves by 50% until the end of this turn.  This move cannot be copied by mirror move, nor selected by assist or metronome.",A move that boosts the power of the ally’s attack in a Double Battle.
139,Poison Gas,,90,40,4,,3,Poisons the target.,A move that may poison the foe.
425,Shadow Sneak,40,100,30,8,,1,Inflicts regular damage.,The user extends its shadow and attacks the foe from behind. This move always goes first.
59,Blizzard,110,70,5,15,10,2,"Inflicts regular damage.  Has a $effect_chance% chance to freeze the target.  During hail, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect.",An attack that may freeze the foe.
129,Swift,60,,20,1,,2,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Sprays star-shaped rays that never miss.
355,Roost,,,5,3,,3,"Heals the user for half its max HP.  If the user is flying, its flying type is ignored until the end of this turn.",The user lands and rests its body. It restores the user’s HP by up to half of its max HP.
259,Torment,,100,15,17,,3,"Prevents the target from attempting to use the same move twice in a row.  When the target leaves the field, this effect ends.  If the target is forced to attempt a repeated move due to choice band, choice scarf, choice specs, disable, encore, taunt, only having PP remaining for one move, or any other effect, the target will use struggle instead.  The target is then free to use the forced move next turn, as it didn’t use that move this turn.",Torments the foe and stops successive use of a move.
160,Conversion,,,30,1,,3,"User’s type changes to the type of one of its moves, selected at random.  hidden power and weather ball are treated as normal.  Only moves with a different type are eligible, and curse is never eligible.  If the user has no suitable moves, this move will fail.",Change user's type to a move's type.
391,Heart Swap,,,10,14,,3,User swaps its stat modifiers with the target.,The user employs its psychic power to switch stat changes with the foe.
535,Heat Crash,,100,10,10,,1,"Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.  User’s weight                    | Power -------------------------------- | ----: Up to 2× the target’s weight     |    40 Up to 3× the target’s weight     |    60 Up to 4× the target’s weight     |    80 Up to 5× the target’s weight     |   100 More than 5× the target’s weight |   120 ","The user slams its target with its flame- covered body. The more the user outweighs the target, the greater the damage."
714,Moongeist Beam,100,100,5,8,,2,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",The user emits a sinister ray to attack the target. This move can be used on the target regardless of  its Abilities.
570,Parabolic Charge,65,100,20,13,,2,Heals the user for half the total damage dealt to all targets.,The user attacks everything around it. The user’s HP is restored by half the damage taken by those hit.
